"Index","Name","Template","Mesh","PosX","PosY","PosZ"
"1589","WJ_erg柜子002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子002_hd.mesh","63330.882812","222.124023","61411.34375"
"506","WJ_erg柜子002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子002_hd.mesh","18562.890625","1019.194335","36149.132812"
"76","WJ_erg柜子002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子002_hd.mesh","20628.53125","922.146972","36055.414062"
"468","WJ_erg柜子002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子002_hd.mesh","33614.667968","924.695312","39599.265625"
"1627","WJ_erg柜子002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子002_hd.mesh","63134.824218","222.124023","61727.953125"
"526","WJ_erg柜子003.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子003_hd.mesh","33524.917968","923.388671","38467.21875"
"173","WJ_erg柜子003.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子003_hd.mesh","19625.386718","922.61914","35685.984375"
"263","WJ_erg柜子003.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子003_hd.mesh","20704.609375","1328.28955","36304.878906"
"371","WJ_erg柜子003.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子003_hd.mesh","34147.597656","923.388671","38691.226562"
"234","WJ_erg柜子003.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子003_hd.mesh","33305.738281","923.388671","38821.824218"
"504","WJ_erg柜子003.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg柜子003_hd.mesh","35049.136718","923.388671","38654.871093"
"370","WJ_erg箱子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg箱子001_hd.mesh","17697.671875","644.51416","12666.007812"
"144","WJ_erg箱子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg箱子001_hd.mesh","17697.671875","644.51416","12819.4375"
"1600","WJ_erg酒坛001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛001_hd.mesh","63002.4375","277.808105","61729.277343"
"299","WJ_erg酒坛001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛001_hd.mesh","30935.898437","1119.58789","44377.0"
"593","WJ_erg酒坛001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛001_hd.mesh","31238.15625","939.472656","43639.785156"
"1762","WJ_erg酒坛001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛001_hd.mesh","62434.273437","222.11914","61525.453125"
"1533","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","58582.722656","304.83493","61033.117187"
"64","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","30946.652343","1119.578125","44451.195312"
"1674","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","77701.617187","2000.6333","94432.335937"
"562","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","18314.75","740.119628","14581.304687"
"1707","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","77691.210937","1999.476562","94350.5"
"553","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","31618.988281","939.472656","42393.726562"
"4296","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","178869.828125","4957.640625","93790.84375"
"1782","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","77669.523437","1999.192871","94322.023437"
"1631","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","63193.191406","277.794433","61704.019531"
"430","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","30946.652343","1119.578125","44501.878906"
"1801","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","63155.324218","277.794433","61708.972656"
"1641","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","77671.945312","1999.692871","94372.09375"
"1640","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","63010.402343","371.704101","61727.933593"
"1550","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","77715.570312","1999.476562","94334.75"
"2046","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","112168.03125","827.316894","-1112.117919"
"667","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","25866.601562","925.103515","37137.652343"
"1746","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","72111.851562","1417.891601","57558.878906"
"1592","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","63189.933593","371.704101","61704.445312"
"1757","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","58607.605468","304.83493","61082.613281"
"1723","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","63119.136718","277.794433","61713.707031"
"1722","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","63310.921875","371.704101","61357.457031"
"592","WJ_erg酒坛002.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_erg酒坛002_hd.mesh","33773.085937","1013.881835","38477.664062"
"1234","WJ_mj破碎宝物001_001.Mesh","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_001_hd.mesh","23561.78125","3243.160156","164620.234375"
"1166","WJ_mj破碎宝物001_001.Mesh","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_001_hd.mesh","24209.070312","3341.384765","167713.78125"
"3945","wj_mj破碎宝物001_001_HD","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_001_hd.mesh","182364.109375","5575.338867","3393.317871"
"4210","wj_mj破碎宝物001_001_HD","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_001_hd.mesh","178386.328125","6204.026855","2892.989501"
"3626","wj_mj破碎宝物001_001_HD","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_001_hd.mesh","119970.171875","4049.09375","169537.09375"
"1227","WJ_mj破碎宝物001_002.Mesh","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_002_hd.mesh","23989.390625","3241.080078","164606.875"
"3212","wj_mj破碎宝物001_003_HD","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_003_hd.mesh","116695.59375","4241.134765","187348.859375"
"3370","wj_mj破碎宝物001_003_HD","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_003_hd.mesh","119139.328125","4035.672851","169746.40625"
"3839","wj_mj破碎宝物001_003_HD","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_003_hd.mesh","181256.9375","5905.008789","2857.336669"
"3838","wj_mj破碎宝物001_003_HD","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_003_hd.mesh","178859.484375","6204.027343","3604.230712"
"2878","wj_mj破碎宝物001_003_HD","npc.json","data\source\maps_source\门派\明教\wj_mj破碎宝物001_003_hd.mesh","149629.09375","8009.988281","141063.015625"
"479","WJ_zb箱子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_zb箱子001_hd.mesh","33488.09375","1106.021484","39587.167968"
"711","wj_圆木桶001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶001_hd.mesh","33436.089843","924.695312","39496.738281"
"756","wj_圆木桶001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶001_hd.mesh","41671.472656","1361.706542","100640.960937"
"2353","wj_圆木桶001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶001_hd.mesh","134649.890625","2026.92871","11457.296875"
"1518","wj_圆木桶001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶001_hd.mesh","58282.105468","217.829101","61085.929687"
"2152","wj_圆木桶001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶001_hd.mesh","131146.21875","2161.872314","15390.848632"
"2190","wj_圆木桶001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶001_hd.mesh","133696.359375","2968.389892","15455.706054"
"1162","wj_圆木桶002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶002_hd.mesh","27322.945312","2880.55371","158766.96875"
"1147","wj_圆木桶002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶002_hd.mesh","38443.273437","5183.96875","161238.3125"
"1299","wj_圆木桶002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶002_hd.mesh","27446.710937","2972.162109","158710.359375"
"3229","wj_圆木桶002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶002_hd.mesh","148928.59375","8270.730468","191592.0"
"1991","wj_圆木桶002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶002_hd.mesh","53434.632812","2819.929687","171469.71875"
"178","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","19785.136718","614.544921","25590.546875"
"277","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","20243.78125","766.586425","29901.8125"
"98","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","30801.097656","651.800781","26143.3125"
"637","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","29583.953125","868.36621","31512.289062"
"408","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱004_002_hd.mesh","20240.382812","767.669921","29698.046875"
"411","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱004_002_hd.mesh","19781.738281","622.327148","25387.0"
"1253","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","22393.070312","3253.943359","160738.625"
"1301","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","22784.921875","3214.974609","161055.59375"
"1145","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","22740.859375","3271.099609","161237.4375"
"715","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱004_002_hd.mesh","29765.101562","932.129882","39765.875"
"560","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱004_002_hd.mesh","26267.203125","645.413085","24840.523437"
"1045","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","16959.679687","289.42041","128386.539062"
"77","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","29226.140625","878.839843","31118.976562"
"700","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱004_002_hd.mesh","34812.417968","766.478515","32831.21875"
"131","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","29768.5","941.627441","39969.421875"
"251","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","29862.15625","875.262695","30199.039062"
"330","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","34815.816406","775.975585","33034.765625"
"453","wj_圆木桶003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶003_hd.mesh","26471.3125","656.905273","24978.421875"
"2207","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","134440.203125","2036.985595","11322.606445"
"183","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","30028.582031","862.547851","30721.789062"
"1773","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","58969.285156","217.836914","59606.515625"
"601","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","35897.851562","924.695312","39163.207031"
"8","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","18174.226562","607.228027","28209.71875"
"767","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","42390.671875","1411.669921","100696.226562"
"869","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","16413.804687","346.65039","122198.8125"
"1276","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","38578.382812","5176.720703","161304.6875"
"307","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","17896.796875","644.502441","11982.40625"
"1287","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","27458.59375","2881.546875","158701.71875"
"617","wj_圆木桶堆001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆001_hd.mesh","35864.71875","924.703125","38566.449218"
"1090","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","18492.40625","257.682128","121467.875"
"1460","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","72279.53125","1347.113647","56728.410156"
"1176","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","38577.953125","5180.974609","161122.46875"
"1615","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","58922.761718","203.130187","59366.527343"
"1248","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","27315.046875","2873.52539","158589.5"
"1523","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","58098.0625","1071.075195","61348.167968"
"434","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","34043.277343","902.456054","33820.871093"
"1359","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","97452.992187","1446.23413","50901.238281"
"1681","wj_圆木桶堆002.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆002_hd.mesh","58346.816406","1069.543945","61326.40625"
"1969","wj_圆木桶堆003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆003_hd.mesh","53020.183593","2960.711914","174328.703125"
"1128","wj_圆木桶堆003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆003_hd.mesh","41780.785156","3142.417968","189997.5"
"1304","wj_圆木桶堆003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆003_hd.mesh","22722.640625","3209.112304","160834.25"
"1999","wj_圆木桶堆003.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆木桶堆003_hd.mesh","53443.714843","2700.649414","171524.046875"
"1474","wj_圆水木桶001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆水木桶001_hd.mesh","61693.769531","207.104156","63554.164062"
"871","wj_圆水木桶004.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆水木桶004_hd.mesh","14230.28125","864.857727","121874.992187"
"1887","wj_圆水木桶007.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_圆水木桶007_hd.mesh","65016.421875","273.628967","61009.03125"
"200","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","33492.09375","924.710937","38595.15625"
"1733","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","62861.488281","222.117675","60883.140625"
"552","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","33306.5","1487.304687","38584.605468"
"581","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","31039.152343","939.460937","44569.476562"
"145","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","18783.570312","644.510253","12490.5625"
"1519","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","63267.199218","222.117675","61567.644531"
"578","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","31095.539062","939.480468","42027.546875"
"493","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","35167.808593","924.710937","38555.058593"
"217","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","34473.007812","1029.794921","44154.011718"
"441","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","17731.132812","644.506347","14417.476562"
"444","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","17865.0625","644.506347","14479.34375"
"1458","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","63343.84375","486.650878","61575.949218"
"1803","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","61171.457031","222.117675","61302.191406"
"392","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","34333.195312","1487.324218","38702.027343"
"1114","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","16015.679687","507.922363","119588.304687"
"1597","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","63246.253906","222.117675","61394.109375"
"1489","WJ_坛子001_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","63412.070312","223.017578","59260.492187"
"508","WJ_坛子001_001_HD","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_001_hd.mesh","43058.855468","1031.24707","36713.332031"
"1708","WJ_坛子001_002.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_002_hd.mesh","63317.28125","278.253906","61464.375"
"1507","WJ_坛子001_002.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_002_hd.mesh","69587.484375","968.395507","55993.929687"
"1683","WJ_坛子001_002.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_002_hd.mesh","63149.242187","373.255859","61710.265625"
"1593","WJ_坛子001_002.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_002_hd.mesh","63173.847656","224.222167","61654.6875"
"717","WJ_坛子001_002.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_002_hd.mesh","33705.171875","1013.378906","38474.316406"
"579","WJ_坛子001_002.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_002_hd.mesh","30950.597656","1119.589843","44553.273437"
"22","WJ_坛子001_003.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_003_hd.mesh","33300.1875","1013.386718","39066.007812"
"433","WJ_坛子001_003.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_003_hd.mesh","33298.015625","1013.386718","38993.5"
"516","WJ_坛子001_003_HD","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子001_003_hd.mesh","43195.066406","1040.548828","36609.324218"
"75","WJ_坛子002_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_001_hd.mesh","33523.203125","733.909179","24188.21875"
"359","WJ_坛子002_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_001_hd.mesh","17642.0","644.490722","13933.742187"
"681","WJ_坛子002_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_001_hd.mesh","35897.625","1487.304687","38469.308593"
"708","WJ_坛子002_001.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_001_hd.mesh","33426.929687","920.876953","39101.9375"
"1532","WJ_坛子002_003.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_003_hd.mesh","62863.398437","222.120605","61704.664062"
"171","WJ_坛子002_004.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_004_hd.mesh","30997.613281","939.46875","42150.257812"
"246","WJ_坛子002_004.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_004_hd.mesh","31875.9375","939.472656","43077.84375"
"321","WJ_坛子002_005.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_005_hd.mesh","33398.808593","730.232421","24206.3125"
"703","WJ_坛子002_005.Mesh","npc.json","data\source\maps_source\小物件\坛罐\wj_坛子002_005_hd.mesh","33631.960937","738.575195","24199.234375"
"1840","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","58652.5625","304.83728","60983.664062"
"153","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","34141.414062","1013.99121","38516.066406"
"610","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","19860.046875","1029.901855","36790.589843"
"1542","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","63106.289062","371.394531","61712.433593"
"435","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","31329.910156","989.136718","42843.609375"
"1548","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","58473.117187","304.83493","60566.160156"
"1638","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","62903.960937","290.52539","61231.621093"
"417","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","19458.023437","1024.529785","36794.722656"
"1668","WJ_小瓶子001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_小瓶子001_hd.mesh","63318.667968","371.394531","61429.824218"
"646","wj_小药瓶_001.Mesh","npc.json","data\source\maps_source\小物件\生活品\wj_小药瓶_001_hd.mesh","18602.734375","740.131347","14551.09375"
"917","wj_小药瓶_002.Mesh","npc.json","data\source\maps_source\小物件\生活品\wj_小药瓶_002_hd.mesh","15900.070312","442.481933","122194.03125"
"729","wj_小药瓶_002.Mesh","npc.json","data\source\maps_source\小物件\生活品\wj_小药瓶_002_hd.mesh","18816.546875","877.640625","13716.046875"
"157","wj_小药瓶_002.Mesh","npc.json","data\source\maps_source\小物件\生活品\wj_小药瓶_002_hd.mesh","18816.546875","877.640625","12715.75"
"675","wj_小药瓶_002.Mesh","npc.json","data\source\maps_source\小物件\生活品\wj_小药瓶_002_hd.mesh","18816.546875","877.640625","12762.421875"
"243","wj_小药瓶_002.Mesh","npc.json","data\source\maps_source\小物件\生活品\wj_小药瓶_002_hd.mesh","18678.453125","746.328613","13716.046875"
"974","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱001_hd.mesh","24993.582031","338.339843","123231.148437"
"1466","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱001_hd.mesh","58206.441406","612.767578","60945.125"
"505","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱001_hd.mesh","19273.410156","1331.131835","36771.296875"
"12","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱001_hd.mesh","19264.953125","921.916015","35705.351562"
"432","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱001_hd.mesh","20270.382812","1085.483398","36798.503906"
"515","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱001_hd.mesh","20364.457031","1007.895507","36791.199218"
"1553","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱001_hd.mesh","58512.804687","304.83493","61064.285156"
"4307","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\木箱\wj_木箱001_hd.mesh","178785.8125","4982.86914","93806.03125"
"517","WJ_木箱001.Mesh","npc.json","data\source\maps_source\小物件\室内\wj_木箱001_hd.mesh","33637.0","1108.90625","39568.113281"
